# label=pan  fov_half_deg=15.00000000
capture_idx,pan_rad,tilt_rad,ldir_x,ldir_y,lmean_x,lmean_y,pt_x,pt_y
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.62853468,-0.16566268
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.63147642,-0.16230080
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.63246039,-0.15842307
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.63536354,-0.15501341
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.63435687,-0.15064985
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.63624362,-0.14697975
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.63713350,-0.14307305
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.63799939,-0.13916097
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.63884126,-0.13524365
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.63965907,-0.13132124
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.64045281,-0.12739388
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.64122240,-0.12346188
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.64196788,-0.11952508
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.64268918,-0.11558377
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.64634215,-0.11215101
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.64504548,-0.10785317
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.64569511,-0.10389321
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.64632044,-0.09992933
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65186731,-0.09669534
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65244835,-0.09269373
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65795933,-0.08936153
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65849526,-0.08532267
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65900640,-0.08128060
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65949272,-0.07723547
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65995421,-0.07318743
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65939629,-0.06903268
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65682194,-0.06469134
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65720652,-0.06065993
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65756635,-0.05662623
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.65790142,-0.05259040
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66319818,-0.04892042
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66348586,-0.04485018
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66774105,-0.04102353
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66798020,-0.03692557
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66819419,-0.03282621
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66838303,-0.02872562
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67054533,-0.02469756
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67068425,-0.02058269
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67079791,-0.01646705
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67088632,-0.01235095
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67094948,-0.00823423
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66498750,-0.00408037
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66500002,0.00000000
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66498750,0.00408037
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66494995,0.00816060
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66788681,0.01229573
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66879854,0.01641813
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.66868521,0.02052150
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67554193,0.02488175
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67537654,0.02902634
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67818213,0.03331705
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67796493,0.03747768
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67772221,0.04163690
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.67745398,0.04579439
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.68114941,0.05024458
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.68082829,0.05442310
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.68944830,0.05937174
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.68707951,0.06341720
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.68966303,0.06792591
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.68923326,0.07215633
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.68977144,0.07649426
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.68928909,0.08072519
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.69076573,0.08519790
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.68824656,0.08917778
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.68768642,0.09339911
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.69106063,0.09817956
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.69440191,0.10300492
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70363941,0.10879157
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70295862,0.11310698
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70323767,0.11758305
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70250296,0.12189583
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70567864,0.12691205
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.69898802,0.13014140
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70897791,0.13650762
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70224227,0.13968473
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70235152,0.14419209
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70145355,0.14849894
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70541430,0.15386574
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70445692,0.15819120
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70347301,0.16251070
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70927317,0.16844149
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70822632,0.17279018
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.71006287,0.17786148
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70895817,0.18221500
0,-0.44453537,0.00000000,0.22065700,0.97535147,0.67188921,0.00354009,0.70976075,0.18707141
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.64497330,-0.16999540
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.64600423,-0.16603471
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.64895094,-0.16255374
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.64993614,-0.15856878
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.65089687,-0.15457785
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.64696134,-0.14945567
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.64786620,-0.14548316
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.64581563,-0.14086586
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.64666781,-0.13690054
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.64749565,-0.13293007
1,-0.29059735,0.00000000,0.08470017,0.99640648,0.66092699,0.00834663,0.64829910,-0.12895460
