# label=tilt  fov_half_deg=15.00000000
capture_idx,pan_rad,tilt_rad,ldir_x,ldir_y,lmean_x,lmean_y,pt_x,pt_y
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.72611462,-0.38761184
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.72162131,-0.37552151
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.71958845,-0.36403945
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.71267980,-0.35161110
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.70205479,-0.33855947
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.69840464,-0.32701326
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.69349748,-0.31530458
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.68841240,-0.30365079
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.68502177,-0.29237903
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.67692099,-0.28038527
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.66923057,-0.26858143
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.66442345,-0.25734096
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.65746423,-0.24586149
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.65003102,-0.23442089
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.64291658,-0.22313466
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.63850286,-0.21230439
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.63203337,-0.20129190
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.62817237,-0.19068089
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.62434218,-0.18013589
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.62094129,-0.16969753
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.61190065,-0.15875842
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.60627246,-0.14825838
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.60127366,-0.13789345
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.59899943,-0.12781858
0,0.00157080,-0.08953539,-0.44340147,0.89632312,1.52980678,0.01363388,1.59656223,-0.11776946
